@RELATION bucket_2

@ATTRIBUTE PC1 numeric
@ATTRIBUTE PC2 numeric
@ATTRIBUTE PC3 numeric
@ATTRIBUTE PC4 numeric
@ATTRIBUTE PC5 numeric
@ATTRIBUTE PC6 numeric
@ATTRIBUTE PC7 numeric
@ATTRIBUTE PC8 numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
-0.8749874196534054,0.9781020770677868,-0.46050094495652283,-0.3560748681989867,0.09778064401872932,-0.1577282710081323,0.11585278282994163,-0.18494026319149037,'Non-VPN'
-0.18998826288928608,-0.5412755805879026,-0.925638466095641,-0.6588141139445454,0.5656322533572764,-0.2656996222881172,0.15763143866767004,-1.845713483318633,'Non-VPN'
-0.8748927820806137,0.9771541157924742,-0.4603867885871626,-0.3563880164212878,0.0970523812072548,-0.1575611228441643,0.11628294618404524,-0.1857596740315061,'Non-VPN'
-0.18899842836975383,-0.5422147066705594,-0.9260093699552266,-0.659856846683466,0.5657902458530888,-0.26543246340997756,0.15781382712941688,-1.8461581908281661,'Non-VPN'
-0.19161025064983173,-0.5393709785433017,-0.9272661220754197,-0.6603140783784791,0.568242013206863,-0.26659816176483375,0.15790452033398208,-1.847342424051066,'Non-VPN'
-0.8767605646583443,0.9806061149803342,-0.4629080339761194,-0.35783222345730464,0.10147907030031991,-0.15856184707678264,0.11529373239412609,-0.18613024475861095,'Non-VPN'
-0.8747867530102378,0.9776666584812413,-0.4604141362405192,-0.3560252629392442,0.09740860924734801,-0.15766290382509593,0.11576262585588608,-0.18446577073737944,'Non-VPN'
-0.19084313749523735,-0.5409267502728347,-0.9271956394788593,-0.6605102963717274,0.5674452687369002,-0.2661365488662713,0.15788333184910783,-1.8468891541577026,'Non-VPN'
-0.8697503657334452,0.9743158969311148,-0.45535431643799995,-0.35121471719570513,0.09131759124670075,-0.1558009438558684,0.11563560458967838,-0.18179675920555186,'Non-VPN'
-0.18967162433910456,-0.5423941079714703,-0.9270040559765915,-0.6606751900019835,0.5668483890447843,-0.26570061690876945,0.15785288268359424,-1.8470545089190447,'Non-VPN'
-0.1918157562977982,-0.5377683664843994,-0.9271182921575849,-0.6599225225412917,0.5683994641261505,-0.2667159250815313,0.15752297408486102,-1.8460037755659309,'Non-VPN'
-0.8753161706137588,0.9799816501721245,-0.46149798887217547,-0.3558712230392388,0.10022040303809468,-0.15806273959977754,0.11516243537203522,-0.1847666778649581,'Non-VPN'
-0.8752842213506563,0.9787206037818384,-0.46030513560069436,-0.35508520556217654,0.09803252230426981,-0.1576092819428283,0.11533634710920693,-0.18447230051893654,'Non-VPN'
-0.1907467910743049,-0.5384758338768377,-0.9267323806625996,-0.6604275021879605,0.5677329476109955,-0.2665297960208264,0.15769940869848192,-1.846497194995136,'Non-VPN'
-0.8702657625316518,0.9736528352576636,-0.4550718357694362,-0.3508459597907936,0.09059652196948664,-0.15560921627480226,0.11573580131836725,-0.18166852294297947,'Non-VPN'
-0.18962483259649496,-0.5414268679120675,-0.9267045300401179,-0.6606161762416007,0.5666838386530675,-0.2656937310300611,0.1578597404225647,-1.8462480704362272,'Non-VPN'
-0.007439795275743627,-0.5515885436050126,-0.8932187727396871,-0.627587306788315,0.48434083774838116,-0.23706845712409158,0.18343746080775425,-1.8839594126678614,'Non-VPN'
-1.0569679020350304,0.5411902264875986,1.3303878196951135,-0.8448671883186814,0.9701775404501807,-0.29980526189131324,0.06516307696757258,-0.05081004523053462,'Non-VPN'
-0.5246731558543378,1.013084084173977,-0.4277616679903394,-0.28867473986675174,-0.01962331452606749,-0.12292107097471645,0.13139063875253812,-0.16894618737915146,'Non-VPN'
-0.17814229075471674,-0.5521303050845003,-0.9117339192200166,-0.6439806971823735,0.5474636586813789,-0.25976341659790914,0.15652197712676613,-1.8341532772165128,'Non-VPN'
-1.2455682778641404,0.5059392661473139,1.035329065178887,-0.7856275621922316,0.8123383167685417,-0.2639528590449681,0.10304736887387382,-0.18358335755558897,'Non-VPN'
-0.5654412990505728,-0.7793078322289247,-0.8032643326976762,-0.7055898087424218,0.5495123350418539,-0.23788269281139574,0.2167121088075079,-2.053361297491625,'Non-VPN'
-0.1920798659277542,-0.5379352075639137,-0.9273987752663817,-0.6604322237242168,0.5685892898918645,-0.26674088996301415,0.15776833218779945,-1.846416078495322,'Non-VPN'
-0.8764206419399259,0.9802547402796852,-0.46251755347871387,-0.3573507588930872,0.10102705017772316,-0.15841119093583092,0.11536175513425616,-0.18572724708836827,'Non-VPN'
-0.873990329999915,0.9785855615228843,-0.4604044972803178,-0.35602071743595837,0.09816510018122297,-0.1577844747879093,0.11577577877473294,-0.18482017589742444,'Non-VPN'
-0.19137284831267,-0.5387592875081446,-0.926786273791047,-0.6601631373585337,0.5674645860579904,-0.2663928079251985,0.15762340220188442,-1.8461156660511588,'Non-VPN'
-0.8714142735995081,0.9754679374160425,-0.45714548509397324,-0.3532444259915714,0.09349203068692075,-0.15648464140389984,0.11595180087823893,-0.18355692849636904,'Non-VPN'
-0.18973807213032542,-0.5410376268377801,-0.9266982646319974,-0.6605621238545578,0.5667135395217741,-0.2657522836366981,0.15779660484439606,-1.8462214978070894,'Non-VPN'
-0.19166826297549988,-0.5392710664661908,-0.9273331835835288,-0.6602854033553658,0.5683824459630143,-0.26665032559477725,0.15782892806729062,-1.8474809022526482,'Non-VPN'
-0.8767638870377756,0.9804836799703679,-0.4627967459658131,-0.35767415502260264,0.10133459390464869,-0.15850585789706845,0.11545249011041281,-0.18609253399693954,'Non-VPN'
-0.8761389975989383,0.9789850344452525,-0.4615052585181647,-0.3569701105156485,0.09901889509079573,-0.1580687073075081,0.11573327329592557,-0.18562480769651166,'Non-VPN'
-0.1879153618794968,-0.5431313562856424,-0.9236312091983762,-0.6568271488525956,0.5630219822826841,-0.2648061680482552,0.15758270266658325,-1.8442216882705103,'Non-VPN'
-0.8733516752053376,0.9736741663006749,-0.4614491980794383,-0.35750961610890175,0.09732943251136411,-0.15803207537852393,0.11653389227847305,-0.18442025657110295,'Non-VPN'
-0.18803252582651528,-0.54369656524531,-0.9272377190706464,-0.6611184579496298,0.5671340369050288,-0.2644064188597338,0.15787995439877822,-1.8450104452115927,'Non-VPN'
-0.1901458118368102,-0.5381349177355822,-0.9262355369105585,-0.6597777843893722,0.5673508538571769,-0.2663451586935593,0.1579080120145649,-1.8452796301462004,'Non-VPN'
-0.8736754208054747,0.9778125681620006,-0.45954635163430696,-0.354734949029404,0.09700281928358341,-0.15728883967443272,0.11524140553660114,-0.18363685460361756,'Non-VPN'
-0.3025830312151665,1.066651048739766,-0.41980929234260744,-0.20983425779589346,-0.10322183390987118,-0.1043658270401879,0.11450669325228993,-0.0732172945128116,'Non-VPN'
0.4330007685730339,-0.43327952012741633,-0.888537869403715,-0.5022805934473847,0.3523884750234513,-0.2095842159411849,0.1539697495085746,-1.7126896991307625,'Non-VPN'
-0.8652899677817487,0.8307513609346304,-0.3211993566245079,-0.28070098559253015,-0.04719918711724455,-0.10235075044310189,0.1488035746561975,-0.24229292093169122,'Non-VPN'
-0.13216751829649476,-0.6685365265373847,-0.7898102657464496,-0.5727495814437709,0.40921250628049405,-0.2077683402937046,0.18669550154375153,-1.8776943580858185,'Non-VPN'
-0.4683893734170787,-0.9736620623111799,0.3189819634747336,-0.9297667190148369,1.0363210153925486,-0.31809290226857706,0.14951065449969309,-1.8179591379177316,'Non-VPN'
-1.2665019474439856,0.549848285663039,0.7105057760499052,-0.6961867100882335,0.6426020279370624,-0.23311442057983692,0.1211519345347251,-0.2425742860966098,'Non-VPN'
-0.8589726909565131,0.9694759459145402,-0.4465186645116735,-0.34263973840188533,0.08179386103680839,-0.1529275913088192,0.11543079999451569,-0.17541860574377488,'Non-VPN'
-0.18501071833224522,-0.5440724615470275,-0.918367434866412,-0.6512477097720047,0.5569293462411307,-0.263220530782512,0.15685982906995022,-1.8408418364469,'Non-VPN'
-0.8609091105944223,0.9637907044001245,-0.44395474114117894,-0.33931216515956036,0.07596358844156834,-0.15136368482973053,0.11539657248125858,-0.17415539506872924,'Non-VPN'
-0.1805513329926279,-0.5492924899279068,-0.9148442251794228,-0.6479993800326814,0.5514457802372045,-0.2609501792406317,0.15689586161732888,-1.838616222960531,'Non-VPN'
-0.18781011548979282,-0.5427874364765225,-0.9226206769289115,-0.6553992315174674,0.5621225834055478,-0.26463659245540805,0.15758397022850987,-1.8435457471469765,'Non-VPN'
-0.8744037453070646,0.9790442876615494,-0.46158556014960095,-0.3573724789070244,0.09951481233190672,-0.15807381441125534,0.11573037214612888,-0.1855316696032314,'Non-VPN'
-0.8739296834761301,0.9769383968908484,-0.46013143720130395,-0.3561352625721296,0.0969787268053255,-0.15762519415552914,0.1160165262291808,-0.18457741293229288,'Non-VPN'
-0.19068611713308142,-0.5408106920963126,-0.9272294707616853,-0.660674838309446,0.5676134510264715,-0.26622064962406644,0.15791491775795413,-1.8471903486946528,'Non-VPN'
-0.8696773302005253,0.9721209213361354,-0.4562349702813506,-0.3523760949698395,0.09158118610955526,-0.15617032719066573,0.1161210778666562,-0.18210578841886726,'Non-VPN'
-0.1889438182438356,-0.5431864460908752,-0.9271263743072559,-0.6608337819812362,0.5669288439953317,-0.26555742580376973,0.15790604252940313,-1.8469194730994531,'Non-VPN'
-0.19130907808399375,-0.5391974576855129,-0.927057395282072,-0.6603179185341775,0.5679844902097095,-0.2664798768447214,0.15801512147738023,-1.8468367516434385,'Non-VPN'
-0.8758998822727336,0.9797606687256041,-0.4628192412358717,-0.35865607830402224,0.10090219797004162,-0.15850107926921583,0.11592581428873641,-0.18676293074149325,'Non-VPN'
-0.8724517323054366,0.977642784033163,-0.4607734296757851,-0.35735430800398776,0.0983297596671156,-0.15806566735627608,0.11618344082859874,-0.18540878553737272,'Non-VPN'
