@RELATION bucket_3

@ATTRIBUTE duration numeric
@ATTRIBUTE total_fiat numeric
@ATTRIBUTE total_biat numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
10166665.0,5.0,12.0,3106953.0,3107199.0,349690.24137931,266869.578947368,835196.780735669,741799.905807276,6.7868863585,2498.3610653051,5.0,3081662.0,149509.779411765,560662.651128757,1385157.0,2513007.5,3622549.0,915015.002367721,1238301.0,2275522.5,3081662.0,767089.315531553,'Non-VPN'
14999101.0,214.0,779.0,38965.0,24146.0,19131.506377551,19180.8450704225,4635.496193407,3431.7887406689,104.4729280775,12120.8597768626,0.0,22137.0,9577.9699872286,6465.314440492,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14901341.0,306.0,17.0,9556196.0,9555963.0,782955.684210526,437539.764705882,2359855.9846443,1783788.28342311,3.6909429829,674.7043772772,9.0,9530614.0,275950.759259259,1418748.65557632,4773074.0,7389015.0,10004956.0,3699499.2405677,4458354.0,6994484.0,9530614.0,3586629.44194114,'Non-VPN'
285.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7017.5438596491,1684210.52631579,285.0,285.0,285.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14978320.0,6.0,10.0,52953.0,179887.0,17559.5779601407,48653.7352941177,6173.9206668301,29282.8446458443,77.5120307217,11453.287151029,0.0,40683.0,12912.3448275862,6912.8639208723,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14428517.0,960496.0,960398.0,963671.0,964022.0,961818.733333333,961825.066666667,928.4342400489,1125.8596694251,2.2178301484,248.3969766262,528.0,963143.0,465436.032258065,487811.468508616,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14422686.0,960029.0,959907.0,962589.0,964109.0,961473.333333333,961453.533333333,732.4144188589,1114.9982938274,2.218726803,248.4974019402,483.0,961950.0,465247.935483871,487616.090468614,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
225.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,8888.8888888889,1991111.11111111,225.0,225.0,225.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14996189.0,14310.0,5673.0,25290.0,24547.0,19994.9186666667,20009.0066755674,2772.2991786059,3199.3756058542,100.092096732,11110.2227372568,31.0,23798.0,9997.4593333333,6085.9069735036,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
9324260.0,37.0,13.0,674515.0,724528.0,570.0778307655,287.4486713114,10591.1072083865,8298.3411545122,5233.2303046033,5164852.76043354,11.0,674344.0,191.090480582,6135.6875463008,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
