@RELATION bucket_7

@ATTRIBUTE duration numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE std_fiat numeric
@ATTRIBUTE std_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
59973944.0,2.0,5.0,8286603.0,8286751.0,487383.170731707,361288.819277108,1555462.25619621,1353900.07940854,4.8521071084,1067.9471071637,2.0,8261311.0,206806.703448276,1033625.62255621,1331019.0,3742126.25,8358518.0,2839640.34853165,1219546.0,3532228.9375,8261311.0,2840824.92259224,'VPN'
59989751.0,3.0,5.0,8340727.0,8340603.0,468669.9296875,352730.847058824,1550485.48846559,1359214.35033059,5.0008542292,1139.3612885641,3.0,8315194.0,200634.618729097,1033650.49248671,1574189.0,4278872.92857143,8428630.0,2908689.93426041,1476483.0,3953933.21428571,8315194.0,2916078.24551452,'VPN'
58265118.0,2.0,5.0,8148374.0,8148116.0,485329.841666667,359504.339506173,1541787.26110948,1342325.06320237,4.8742714294,1097.0714931016,2.0,8122846.0,205883.809187279,1024899.56550131,1316989.0,4155010.07142857,8225981.0,2930134.23804736,1220179.0,3786064.07142857,8122846.0,2849950.37956852,'VPN'
59983816.0,2.0,5.0,7518751.0,7518727.0,487671.487804878,361345.722891566,1566428.6610372,1363706.75214397,4.8513085596,1066.854432869,2.0,7493440.0,206840.744827586,1040991.10729617,2403295.0,4992319.08333333,7600104.0,2323694.45363937,1101593.0,4481934.41666667,7493440.0,2724587.50163316,'VPN'
60369186.0,44.0,13.0,60296761.0,24512.0,5030765.5,2669.0,17400000.0,7325.8760757863,0.546636491,431.5280977948,10.0,60296761.0,1886537.0625,10700000.0,60369186.0,60400000.0,60369186.0,0.0,60296761.0,60300000.0,60296761.0,0.0,'VPN'
59816960.0,10.0,38.0,3485734.0,3435553.0,249237.333333333,418604.190140845,375572.639475569,523032.344131814,6.419584011,2339.7043246598,7.0,3435475.0,156180.052219321,299146.719561275,1841780.0,7033159.625,25966903.0,8301806.79491592,1017013.0,1572855.375,3435475.0,801472.632645047,'VPN'
54270157.0,2.0,5.0,8689932.0,8690127.0,448305.776859504,330761.024390244,1633832.26000826,1415598.74652718,5.2883576511,1174.273367221,2.0,8664731.0,189755.793706294,1078759.99025546,1241556.0,5417049.3,12911234.0,4229988.97571354,1010928.0,4605094.4,8664731.0,3742796.56160888,'VPN'
58255749.0,3.0,6.0,8070698.0,8070750.0,481243.966942149,357241.938650307,1523303.33841265,1326708.98177631,4.9093867113,1092.956508035,3.0,8045461.0,204406.136842105,1012596.13006924,1432981.0,3421020.47058823,8142562.0,2712461.82568383,1247513.0,3289990.41176471,8045461.0,2727148.07489691,'VPN'
56222847.0,1.0,7.0,7816305.0,7816336.0,464442.487603306,346898.314814815,1479922.09784618,1293424.40592508,5.0691136292,1132.1020438542,1.0,7790999.0,197967.771126761,985736.833037846,1694894.0,3741264.26666667,7894810.0,2614653.54451536,1024406.0,3460665.0,7790999.0,2748546.40035782,'VPN'
59982154.0,2.0,5.0,8295239.0,8294716.0,482606.132231405,365744.048780488,1581854.74824871,1376964.12602011,4.7847564794,1059.8819108764,2.0,8269359.0,209727.811188811,1052111.05866643,1586812.0,4279285.21428571,8373033.0,2910566.7317646,1515954.0,3932409.57142857,8269359.0,2907694.86442448,'VPN'
