@RELATION bucket_2

@ATTRIBUTE duration numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE std_fiat numeric
@ATTRIBUTE std_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
18710888.0,48.0,2533.0,112937.0,134264.0,22055.9587264151,69944.5639097744,27485.9126415863,28788.6091188474,59.6444166626,16639.8836869741,48.0,80253.0,16781.065470852,19990.165238068,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59994767.0,48.0,63.0,137596.0,210313.0,42339.285109386,107250.638640429,39013.235508699,45510.1012723637,32.9695421602,8994.7344907598,48.0,122568.0,30346.3667172484,29155.2716939257,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59996691.0,19997724.0,41.0,20010315.0,227566.0,20000000.0,24478.4541003672,8903.1814257601,49081.1679901797,40.9189233453,8966.2778235553,41.0,227566.0,24448.5293398533,48880.4467790565,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59984968.0,44.0,46.0,120000.0,144424.0,18857.2675259352,48427.8077544426,26233.9771706952,34461.1088181907,73.7017980905,19401.5440668402,27.0,91047.0,13571.2597285068,17796.487243598,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59995619.0,20000554.0,39.0,20010348.0,136824.0,20000000.0,13341.2539470758,6925.4037427431,25734.6014555903,75.0221445336,18864.4107497249,39.0,136824.0,13332.3597777778,25702.6057042191,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59976133.0,47.0,35.0,133141.0,163577.0,24272.0084985836,47891.3913738019,30503.1537448526,41063.0968850956,62.1080388761,14118.7995564836,15.0,111624.0,16105.2988721805,21219.5128169045,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59938792.0,20000572.0,40.0,20010346.0,186078.0,20000000.0,17546.4847775176,6911.2616069716,35027.1279967847,57.0582069789,13458.5795456138,40.0,186078.0,17531.0886224042,34999.6133659542,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59977566.0,48.0,308.0,144576.0,202473.0,42021.5571128241,109173.373406193,39584.9537631224,43073.0856532102,32.9789975138,8915.3334431744,48.0,122048.0,30337.6661608498,29362.768435481,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59950032.0,19986783.0,39.0,20000807.0,223663.0,20000000.0,25641.5876817793,9916.465448939,48314.1110565279,39.0658673877,8887.0010945115,39.0,223663.0,25608.7278940624,48235.0639417821,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59987653.0,44.0,56.0,105576.0,162334.0,18989.4438113327,49562.6087675765,26418.8867866622,35568.4413502599,72.8483243043,19234.9248936277,26.0,87277.0,13730.2936598764,17879.8522146514,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
