@RELATION bucket_5

@ATTRIBUTE duration numeric
@ATTRIBUTE total_fiat numeric
@ATTRIBUTE total_biat numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
14990699.0,5630.0,15696.0,24739.0,25964.0,19987.5986666667,19999.6448598131,3153.1437867497,2700.4191649608,100.1287531689,11114.2916017459,25.0,22077.0,9993.7993333333,4563.6348196269,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14733.0,3.0,48.0,3057.0,2024.0,55.1797752809,205.6470588235,222.9822337809,319.319998799,22873.8206746759,26900000.0,3.0,1815.0,43.8482142857,154.7459956218,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
1037140.0,5.0,0.0,50972.0,50970.0,722.4049122807,298.027296742,3248.2589911476,2086.9994728334,4660.8943826292,4637725.86150375,0.0,50943.0,214.5954893441,1762.2010029593,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14995875.0,6994973.0,6994982.0,8000725.0,8000696.0,7497849.0,7497839.0,711174.05939123,711147.189333544,0.4001100303,89.6246467779,177.0,8000519.0,2999175.0,4121891.01836114,6994982.0,7497839.0,8000696.0,711147.189333544,6994776.0,7497647.5,8000519.0,711167.695430199,'Non-VPN'
14999537.0,10.0,16.0,283978.0,322041.0,56513.2113207547,34196.4566210046,42082.5699735671,51476.618718416,47.0014507781,144459.658988141,3.0,283955.0,21306.1605113636,31611.0965686114,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14994038.0,37.0,2.0,4434360.0,4381921.0,319019.553191489,258513.362068966,821499.413852217,746318.448702043,7.1361697229,2104.6365228633,2.0,4381921.0,141453.188679245,562649.45482654,2003181.0,3748374.5,5988601.0,1840576.9413855,1852634.0,2644477.75,4381921.0,1190720.68300165,'Non-VPN'
14996206.0,576.0,5911.0,42865.0,24346.0,19994.9413333333,20005.4211229946,4237.0734027847,3446.6635267062,100.0252997325,11102.8082703052,91.0,24054.0,10004.1400933956,7087.6726283576,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14993448.0,55.0,174.0,30157.0,28447.0,19632.6775884666,19780.2744063325,2297.0416463461,2296.1875420864,101.5777024738,12939.3185610141,55.0,20139.0,9851.1484888305,3184.6349218445,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14990903.0,124.0,2.0,36453.0,25269.0,19100.2193877551,19133.0702426565,4878.6171660058,3492.9789871653,104.6634749088,12106.8757499131,2.0,21553.0,9560.524872449,4942.12442132,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14999433.0,15691.0,1251.0,25234.0,30134.0,19994.7706666667,19999.8344459279,2794.3084184564,3873.0743223585,100.0704493297,11107.8198755913,70.0,23933.0,9999.622,7115.2447224784,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
142743.0,5.0,11.0,34266.0,32038.0,10140.2727272727,11108.8,14785.951613548,14731.3966623067,161.1287418648,34460.5339666393,4.0,31878.0,6488.3181818182,12328.1407777814,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14993144.0,15634.0,164.0,26111.0,45451.0,20002.8037383178,20012.8851802403,2746.3476687375,4170.0902141984,100.0457275672,11105.0757599607,7.0,24504.0,10002.0973982655,6524.4626794494,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
13408655.0,1.0,2.0,9635760.0,9635638.0,418235.1875,304168.931818182,1740718.12175589,1489796.91714066,5.8171382588,1620.6696346502,1.0,9610440.0,174138.376623377,1127021.42259405,2892397.0,6423141.5,9953886.0,4993226.75717411,2517777.0,6064108.5,9610440.0,5015270.10397082,'Non-VPN'
3579016.0,6538.0,0.0,2908407.0,238362.0,298251.333333333,35265.5789473684,823288.564367189,67579.3696879749,9.2204114203,2223.5161843367,0.0,2881507.0,111844.25,506940.861107569,3579016.0,3579016.0,3579016.0,0.0,2881507.0,2881507.0,2881507.0,0.0,'Non-VPN'
12846921.0,4.0,19.0,4752190.0,4752049.0,169038.434210526,241857.150943396,714987.214520947,850801.624389563,10.1969958405,1795.6053438797,4.0,4726579.0,98822.4692307692,547326.604484618,2646887.0,4209682.0,5283054.0,1384555.98213597,2502058.0,3481953.33333333,4726579.0,1135643.00372073,'Non-VPN'
20012670.0,161.0,66.0,19853166.0,61950.0,2223630.0,16108.75,6611114.98946438,23649.8799589222,0.949398556,274.4761193784,4.0,19853166.0,1111815.0,4677245.82082281,20012670.0,20000000.0,20012670.0,0.0,19853166.0,19900000.0,19853166.0,0.0,'Non-VPN'
370.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,5405.4054054054,1210810.81081081,370.0,370.0,370.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
13184141.0,15589.0,102.0,24988.0,41505.0,20006.2837632777,20038.6773211568,2786.2182262814,4411.4536796815,99.9685910519,11096.5136067644,102.0,23776.0,10010.7372817008,4389.1232332796,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14997692.0,78.0,33.0,28975.0,25334.0,19106.4706632653,19129.7091836735,3850.3164568363,3826.8121797887,104.6827738561,12346.3663609041,33.0,18239.0,9558.7584448694,3107.471146086,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14749104.0,59.0,21.0,4125414.0,10009380.0,394980.833333333,1225319.25,1176336.43078279,3009191.90860496,1.7628189482,725.3321964507,13.0,10009334.0,589964.16,2126709.67353275,4382939.0,7374552.0,10366165.0,4230779.67797154,4125414.0,7067374.0,10009334.0,4160559.73195903,'Non-VPN'
169416.0,655.0,2.0,49239.0,29379.0,21177.0,18587.3333333333,18042.3492254038,14415.958423451,94.4420833924,56476.3658686311,2.0,33884.0,11294.4,13424.1736340507,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
95905.0,332.0,15385.0,67665.0,26532.0,31968.3333333333,20958.5,33849.6373958915,7882.1192264517,72.9888952609,38673.6875032584,332.0,27438.0,15984.1666666667,12833.7294332811,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
13987463.0,45.0,1.0,3606402.0,3656842.0,263914.396226415,331841.761904762,690156.617515793,775525.840113954,6.9347815254,2398.6479892744,1.0,3606402.0,145702.739583333,524867.522020632,1731120.0,3162993.75,5809365.0,1898395.06393074,1602256.0,2452300.75,3606402.0,957678.024325808,'Non-VPN'
269.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7434.9442379182,1665427.50929368,269.0,269.0,269.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14119923.0,101.0,2.0,6913617.0,6914639.0,588324.333333333,455468.161290323,1508654.23292993,1339930.12403273,4.0368492094,1207.0887355406,2.0,6913457.0,252141.482142857,1015025.48816801,1909240.0,3504090.75,7463893.0,2653327.84838246,1766273.0,3227752.0,6913457.0,2469659.35822878,'Non-VPN'
14426079.0,960681.0,959938.0,963268.0,963749.0,961685.133333333,961686.066666667,724.3807568899,927.4317816011,2.2182049606,248.4389555887,505.0,962689.0,465357.387096774,487734.401985355,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
