@RELATION bucket_5

@ATTRIBUTE duration numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE std_fiat numeric
@ATTRIBUTE std_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
58846931.0,99966.0,-1.0,1652011.0,-1.0,1014602.25862069,0.0,650438.221639088,0.0,1.0026011382,48.1248546335,99966.0,1652011.0,1014602.25862069,650438.221639088,1598588.0,1911438.06666667,3104622.0,606532.835106026,1598588.0,1610804.5,1652011.0,20621.6952466287,'Non-VPN'
58846911.0,100090.0,-1.0,1652189.0,-1.0,1014601.9137931,0.0,650434.944385564,0.0,1.0026014789,48.1248709894,100090.0,1652189.0,1014601.9137931,650434.944385564,1597975.0,1911440.16666667,3104651.0,606551.427937261,1597975.0,1610796.3,1652189.0,20632.6076872474,'Non-VPN'
50499759.0,10081666.0,10082647.0,10085469.0,10086344.0,10100000.0,10100000.0,1382.3224117403,1528.4832514619,0.2376248964,12.831744405,80382.0,10004328.0,4590887.18181818,5180986.8766615,10081666.0,10100000.0,10085469.0,1382.3224117403,10001284.0,10000000.0,10004328.0,1223.5364931215,'Non-VPN'
58942335.0,99403.0,-1.0,1652360.0,-1.0,1071678.81818182,0.0,643481.989184036,0.0,0.9500811259,45.6038940432,99403.0,1652360.0,1071678.81818182,643481.989184036,1600328.0,1901365.64516129,3105627.0,598917.591011376,1599486.0,1610495.41935484,1652360.0,20376.594041979,'Non-VPN'
58942531.0,99399.0,-1.0,1652308.0,-1.0,1071682.38181818,0.0,643512.184817903,0.0,0.9500779666,45.6037423978,99399.0,1652308.0,1071682.38181818,643512.184817903,1600358.0,1901371.96774194,3105512.0,598836.509606531,1599433.0,1610523.19354839,1652308.0,20422.6848005175,'Non-VPN'
50493195.0,10081931.0,10081534.0,10083267.0,10083518.0,10100000.0,10100000.0,659.184154846,928.9731158651,0.2376557871,12.8334125024,80407.0,10002714.0,4590290.45454545,5180858.84329907,10081931.0,10100000.0,10083267.0,659.184154846,10001003.0,10000000.0,10002714.0,702.507829138,'Non-VPN'
50492751.0,10081963.0,10081532.0,10082982.0,10083511.0,10100000.0,10100000.0,516.6569945332,755.6507460463,0.2376578769,12.833525351,80260.0,10001824.0,4590250.09090909,5180751.752937,10081963.0,10100000.0,10082982.0,516.6569945332,10001117.0,10000000.0,10001824.0,267.6293145379,'Non-VPN'
58949260.0,100426.0,-1.0,1654355.0,-1.0,1071804.72727273,0.0,643554.119084904,0.0,0.9499695162,45.5985367755,100426.0,1654355.0,1071804.72727273,643554.119084904,1599641.0,1901589.03225806,3106594.0,599099.888393523,1599634.0,1610655.77419355,1654355.0,20739.5192120578,'Non-VPN'
58949142.0,100409.0,-1.0,1654385.0,-1.0,1071802.58181818,0.0,643584.541543896,0.0,0.9499714177,45.5986280513,100409.0,1654385.0,1071802.58181818,643584.541543896,1599463.0,1901585.22580645,3106513.0,599028.966204318,1599463.0,1610680.77419355,1654385.0,20795.6462161509,'Non-VPN'
50493716.0,10080976.0,10080836.0,10083926.0,10084083.0,10100000.0,10100000.0,1155.5089571269,1211.1573184356,0.2376533349,12.8332800858,80821.0,10003105.0,4590337.81818182,5180812.56360358,10080976.0,10100000.0,10083926.0,1155.5089571269,9999982.0,10000000.0,10003105.0,1194.4233964552,'Non-VPN'
