@RELATION bucket_10

@ATTRIBUTE duration numeric
@ATTRIBUTE total_fiat numeric
@ATTRIBUTE total_biat numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
117986122.0,8.0,15.0,58937196.0,59004460.0,7374132.0625,8425697.0,20100000.0,21400000.0,8.0,54.0233028423,6.0,58937196.0,3806003.93548387,14700000.0,58955846.0,59000000.0,59002182.0,32764.4997977994,58680585.0,58800000.0,58937196.0,181451.378224306,'VPN'
117988133.0,10.0,18.0,28870537.0,28870530.0,9073123.15384615,10700000.0,12500000.0,12900000.0,4.0,38.2835111053,4.0,28870499.0,4719525.32,9950727.10189196,12523205.0,23600000.0,28870530.0,6374886.08207506,12523171.0,23500000.0,28870499.0,6357692.85519791,'Non-VPN'
117991276.0,6.0,32.0,58942325.0,59004935.0,7374454.75,8426078.64285714,20100000.0,21400000.0,8.0,56.7584335642,6.0,58942325.0,3806170.19354839,14700000.0,58960325.0,59000000.0,59004981.0,31576.5604048319,58765628.0,58900000.0,58942325.0,124943.646911318,'VPN'
117994085.0,33.0,15.0,58943118.0,59004462.0,8428148.92857143,7864571.06666667,21400000.0,20700000.0,7.0,63.4777582283,15.0,58943118.0,3933136.16666667,14900000.0,58964344.0,59000000.0,59004453.0,28361.3458689816,58744606.0,58800000.0,58943118.0,140369.181343342,'VPN'
118000893.0,45.0,40.0,58942715.0,59006746.0,8428635.21428571,7865011.0,21400000.0,20700000.0,7.0,62.5842721377,25.0,58942715.0,3933363.1,14900000.0,58967031.0,59000000.0,59008466.0,29298.9694613991,58742056.0,58800000.0,58942715.0,141887.339602588,'VPN'
118007884.0,13.0,22.0,58938468.0,59001772.0,11800000.0,16900000.0,24800000.0,28800000.0,5.0,35.6840564991,9.0,58938468.0,6555993.55555556,19000000.0,58980806.0,59000000.0,59001146.0,14382.55189457,58869183.0,58900000.0,58938468.0,48991.8933243042,'VPN'
118014194.0,13.0,14.0,58924713.0,58987899.0,6942011.41176471,7374252.4375,19600000.0,20100000.0,8.0,84.8372527122,13.0,58924713.0,3471005.70588235,14100000.0,58988019.0,59000000.0,59000114.0,8552.4564599886,58834191.0,58900000.0,58924713.0,64008.7200387572,'VPN'
118017773.0,2.0,2.0,3939950.0,3898469.0,6490.9073259267,7450.1427308882,107503.075570891,113758.640304682,105.0,664908.996376334,0.0,3898469.0,3468.6625029391,77702.6613984473,3646831.0,6927485.29411765,53685359.0,12100000.0,2031344.0,3426633.05882353,3898469.0,499012.758041687,'Non-VPN'
118020823.0,105.0,1.0,29958645.0,29958932.0,6942401.35294118,5615762.38095238,11700000.0,10900000.0,10.0,62.9380461107,1.0,29907873.0,3026174.94871795,8356747.47671392,9823964.0,23600000.0,29958932.0,7914437.71502398,9773343.0,23500000.0,29907873.0,7901408.8117768,'Non-VPN'
118022919.0,3.0,35.0,58930057.0,59005876.0,14800000.0,16800000.0,27200000.0,28700000.0,4.0,40.6446480111,3.0,58930057.0,7376432.4375,20100000.0,58940170.0,59000000.0,59006214.0,46700.1602459777,58770846.0,58900000.0,58930057.0,112579.17773505,'Non-VPN'
