@RELATION bucket_2

@ATTRIBUTE duration numeric
@ATTRIBUTE total_fiat numeric
@ATTRIBUTE total_biat numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
325347.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1478.4215007361,325347.0,325347.0,325347.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
4950108.0,2940.0,0.0,4682042.0,4742845.0,618763.5,609728.125,1642037.50429376,1670294.23936844,3.0,1410.2722607264,0.0,4682042.0,291182.823529412,1131790.48201814,4876764.0,4876764.0,4876764.0,0.0,4682042.0,4682042.0,4682042.0,0.0,'Non-VPN'
0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
83423.0,3.0,10.0,13770.0,6106.0,59.1233167966,134.3648208469,420.6550426704,360.3953585805,122.0,24100000.0,0.0,5741.0,41.1762092794,174.2311436113,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
10220754.0,119.0,49.0,170232.0,9999431.0,73795.6666666667,2542455.25,87310.4232714132,4971960.07272463,1.0,341.657768106,49.0,9999367.0,1277594.25,3524623.85555039,10220754.0,10200000.0,10220754.0,0.0,9999367.0,9999367.0,9999367.0,0.0,'Non-VPN'
3134605.0,3134605.0,-1.0,3134605.0,-1.0,3134605.0,0.0,0.0,0.0,0.0,33.1780240254,3134605.0,3134605.0,3134605.0,0.0,3134605.0,3134605.0,3134605.0,0.0,3134605.0,3134605.0,3134605.0,0.0,'Non-VPN'
71905.0,8.0,26.0,23422.0,22741.0,92.0678617157,183.4271099744,849.1619295331,1161.8261914592,71.0,15800000.0,5.0,22741.0,61.3000852515,673.6177335836,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
269.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1806691.44981413,269.0,269.0,269.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
174669.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,492.3598348877,174669.0,174669.0,174669.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
48495.0,1202.0,3.0,24069.0,23456.0,16165.0,8471.3333333333,12965.2239664419,13013.7524117117,1.0,43983.9158676152,3.0,23456.0,6927.8571428572,11147.1733775663,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
1538488.0,1538488.0,-1.0,1538488.0,-1.0,1538488.0,0.0,0.0,0.0,0.0,67.5988373,1538488.0,1538488.0,1538488.0,0.0,1538488.0,1538488.0,1538488.0,0.0,1538488.0,1538488.0,1538488.0,0.0,'Non-VPN'
352150.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1365.8952151072,352150.0,352150.0,352150.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
58767521.0,78.0,10.0,58656228.0,58619225.0,8391171.71428572,6526811.0,22200000.0,19500000.0,5.0,34.6449869818,10.0,58590042.0,3456913.0,14200000.0,58738202.0,58700000.0,58738202.0,0.0,58590042.0,58600000.0,58590042.0,0.0,'Non-VPN'
968741.0,100040.0,65.0,746437.0,846886.0,423238.5,289593.666666667,457071.702037547,482751.993677741,1.0,818.5882501102,65.0,746437.0,161456.833333333,290276.019703259,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
100293648.0,7.0,39.0,58291479.0,58251363.0,7709846.46153846,6266763.9375,17100000.0,15600000.0,7.0,81.999210957,7.0,58226203.0,3343121.6,11700000.0,18344469.0,33400000.0,58336440.0,21800000.0,18228092.0,33300000.0,58226203.0,21700000.0,'Non-VPN'
119992446.0,5.0,3.0,284930.0,323030.0,47413.4185770751,16845.7736908606,27017.8017753944,28242.4733280182,0.0,366436.86720079,1.0,284871.0,12429.2983219391,17578.0651414142,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
10216576.0,226.0,4.0,53864.0,10000599.0,27003.125,1129424.0,27608.7939506729,3326779.20265775,3.0,632.7951752133,4.0,10000551.0,567587.555555556,2354257.45055375,10216576.0,10200000.0,10216576.0,0.0,10000551.0,10000000.0,10000551.0,0.0,'Non-VPN'
119993139.0,110.0,1.0,39011.0,105688.0,18346.5165137615,17035.7694164419,5326.3341289705,6101.1296535089,0.0,15494.9192553418,1.0,24591.0,8833.4171819788,5189.9280662056,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
105176268.0,62733.0,719.0,45046145.0,45112056.0,21000000.0,21000000.0,22700000.0,22800000.0,2.0,28.0291367631,31.0,45046145.0,9561478.90909091,18100000.0,14923085.0,35000000.0,45108878.0,17400000.0,14862256.0,35000000.0,45046145.0,17400000.0,'Non-VPN'
38717658.0,53102.0,52883.0,8718320.0,29999282.0,4385711.0,12900000.0,6127234.40825965,15400000.0,2.0,16.2974733647,56.0,29946236.0,6452943.0,12000000.0,8751885.0,19300000.0,29946236.0,15000000.0,8645956.0,19300000.0,29946236.0,15100000.0,'Non-VPN'
3806.0,98.0,-1.0,3708.0,-1.0,1903.0,0.0,2552.655284209,0.0,1.0,39674.1986337362,98.0,3708.0,1903.0,2552.655284209,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
1377555.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,349.1693616589,1377555.0,1377555.0,1377555.0,0.0,1377555.0,1377555.0,1377555.0,0.0,1377555.0,1377555.0,1377555.0,0.0,'Non-VPN'
