@RELATION bucket_1

@ATTRIBUTE duration numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE std_fiat numeric
@ATTRIBUTE std_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
45429059.0,45212013.0,45213893.0,45212013.0,45213893.0,45200000.0,45200000.0,0.0,0.0,0.0880493695,4.5785672118,215166.0,44996847.0,15100000.0,25900000.0,45212013.0,45200000.0,45212013.0,0.0,44996847.0,45000000.0,44996847.0,0.0,'VPN'
29154565.0,65.0,164.0,24355419.0,24355418.0,4803014.83333333,7203376.25,9703430.58935443,11600000.0,0.4115993499,142.7906744621,22.0,24355348.0,2650415.0,7294069.47148277,4325597.0,14400000.0,24491886.0,14300000.0,3984351.0,14200000.0,24355348.0,14400000.0,'VPN'
59983605.0,22.0,1151.0,15100017.0,15100144.0,555403.75,810581.081081081,2475198.97192516,2956260.23014068,3.0675048624,266.6728683613,17.0,15099989.0,327779.262295082,1914155.12384462,5782156.0,11900000.0,16102257.0,4251919.13544401,4989573.0,11100000.0,15099989.0,4206591.73047945,'Non-VPN'
59573244.0,959193.0,958263.0,961956.0,961870.0,960225.241935484,960233.903225806,610.4829903374,706.570108588,2.1150434581,296.106084134,38726.0,922776.0,476585.952,442801.052196555,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
32023457.0,124.0,133.0,21941378.0,22251064.0,3558161.88888889,4541110.71428572,7072295.18456418,7999978.62525255,0.562087972,228.1452623931,29.0,21941378.0,1883732.76470588,5318251.86039702,2229362.0,8003450.0,22139560.0,9463923.71772735,1919731.0,7791588.0,21941378.0,9483893.45846077,'VPN'
59424485.0,3.0,5.0,7361771.0,7361966.0,341375.005747126,249568.773109244,1019135.33044193,883437.508065988,6.9668252068,1411.9768980749,3.0,7336610.0,143884.95157385,676298.314056666,1118336.0,2823977.33333333,7440516.0,1820392.30483069,1000463.0,2452003.33333333,7336610.0,1836334.38621534,'VPN'
0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
40.0,40.0,-1.0,40.0,-1.0,40.0,0.0,0.0,0.0,50000.0,2000000.0,40.0,40.0,40.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
10859302.0,489.0,227.0,9960155.0,10017003.0,1549052.42857143,2116565.0,3711789.88875728,4418651.46426415,1.2892172996,267.7888505173,30.0,9960155.0,835330.923076923,2744145.4195249,10843367.0,10800000.0,10843367.0,0.0,9960155.0,9960155.0,9960155.0,0.0,'VPN'
226750.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,8.8202866593,2112.4586549063,226750.0,226750.0,226750.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
