@RELATION bucket_6

@ATTRIBUTE duration numeric
@ATTRIBUTE total_fiat numeric
@ATTRIBUTE total_biat numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
1207537.0,57242.0,57568.0,749406.0,750691.0,382914.666666667,383481.333333333,347882.700611619,348401.942649339,6.6250557954,546.5671031198,60.0,691898.0,172505.285714286,246622.592741226,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
10501553.0,5.0,146.0,442652.0,10003283.0,99660.0,2611552.5,193228.467512554,4930732.24762043,1.0474641227,379.1820124128,5.0,10003253.0,1050155.3,3148039.36146907,10501553.0,10500000.0,10501553.0,0.0,10003253.0,10000000.0,10003253.0,0.0,'Non-VPN'
179285.0,28.0,12.0,32480.0,67400.0,8097.9285714286,12748.4166666667,12881.3692294443,21298.861386376,156.1759210196,21022.3945115319,12.0,65914.0,6640.1851851852,15425.5767615323,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
39.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,51282.0512820513,2051282.05128205,39.0,39.0,39.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
287.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,6968.6411149826,1672473.86759582,287.0,287.0,287.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
104340106.0,153.0,221.0,104159447.0,69507.0,11600000.0,31125.0,34700000.0,31232.2664123179,0.1533446784,42.3231312416,23.0,104159447.0,6956007.06666667,26900000.0,104340106.0,104000000.0,104340106.0,0.0,104159447.0,104000000.0,104159447.0,0.0,'Non-VPN'
14995463.0,141.0,12.0,30961.0,45182.0,17562.7819460727,17255.998849252,5360.272678103,6138.1145407369,114.9681073535,15535.0988495654,12.0,22455.0,8703.1125943123,4297.0100147514,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
14441555.0,959457.0,959180.0,960952.0,961257.0,960192.8,960163.333333333,452.943027007,726.4160719063,2.2158278662,310.2159012655,38445.0,922479.0,465856.612903226,448290.197841099,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
1133.0,47.0,965.0,476.0,965.0,261.5,965.0,303.347160857,0.0,4413.0626654899,235657.546337158,47.0,610.0,283.25,242.5377977416,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14973022.0,78.0,1004.0,80996.0,485598.0,30248.5292929293,327542.659090909,13149.962966676,153202.511099471,36.1316506447,7436.3745675389,78.0,80996.0,27727.8185185185,14582.3752318043,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
