@RELATION bucket_10

@ATTRIBUTE duration numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE std_fiat numeric
@ATTRIBUTE std_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
45092708.0,190.0,257.0,45014135.0,45036669.0,9014042.6,11300000.0,20100000.0,22500000.0,0.2439418808,84.2486550154,7.0,45014135.0,4509270.8,14200000.0,45070213.0,45100000.0,45070213.0,0.0,45014135.0,45000000.0,45014135.0,0.0,'Non-VPN'
1222314.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.6362407696,387.789062385,1222314.0,1222314.0,1222314.0,0.0,1222314.0,1222314.0,1222314.0,0.0,1222314.0,1222314.0,1222314.0,0.0,'Non-VPN'
59625928.0,28.0,19.0,1014753.0,1195142.0,259243.165217391,285167.038277512,295818.936586052,226056.749180789,7.3961113025,523.7486618238,0.0,770234.0,135513.472727273,179817.762724071,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
59956954.0,19954783.0,36.0,20003003.0,137419.0,20000000.0,30113.9899547966,34096.6889741511,31921.0047758195,33.2738717847,12254.9421039635,36.0,137419.0,30068.6830491474,31887.518675523,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59923540.0,19979729.0,39.0,20024248.0,129801.0,20000000.0,18404.0356265356,31479.6867757607,25190.7910647005,54.402660457,17163.1215378798,39.0,129801.0,18387.0942006751,25170.0914326219,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
58925007.0,99676.0,-1.0,1653462.0,-1.0,1071363.76363636,0.0,643385.12566288,0.0,0.950360515,45.6173047209,99676.0,1653462.0,1071363.76363636,643385.12566288,1599028.0,1900806.67741935,3104688.0,598805.668345298,1598922.0,1610033.29032258,1653462.0,20288.0362672086,'Non-VPN'
47632775.0,4.0,3.0,45069501.0,45029107.0,1700274.5,1763211.77777778,8509367.81359088,8656732.03479683,1.1966550343,474.9880728133,1.0,45004018.0,850585.267857143,6014333.92955822,2495806.0,23800000.0,45111880.0,30100000.0,2141319.0,23600000.0,45004018.0,30300000.0,'Non-VPN'
59576000.0,959329.0,958828.0,961891.0,962712.0,960262.725806452,960270.048387097,546.9682362389,747.8328893591,2.1149456157,296.0923861958,39230.0,922634.0,476608.0,442327.132853278,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
45081834.0,45056054.0,45056219.0,45056054.0,45056219.0,45100000.0,45100000.0,0.0,0.0,0.0887275349,4.6138318153,25615.0,45030439.0,15000000.0,26000000.0,45056054.0,45100000.0,45056054.0,0.0,45030439.0,45000000.0,45030439.0,0.0,'VPN'
58945639.0,4.0,9.0,58812590.0,58812553.0,4208584.92857143,3927986.4,15700000.0,15200000.0,0.5259082864,157.1956832973,4.0,58787128.0,1964854.63333333,10700000.0,58920189.0,58900000.0,58920189.0,0.0,58787128.0,58800000.0,58787128.0,0.0,'VPN'
56933950.0,1.0,6.0,13508238.0,13613840.0,381936.147651007,531854.420560748,1640071.7119216,1923928.63473642,4.5315668419,791.1799550181,1.0,13508238.0,221532.879377432,1257525.34383503,4217980.0,6945025.75,13769574.0,3146096.94717867,3321100.0,6492119.5,13508238.0,3342740.9354425,'Non-VPN'
57261175.0,4.0,0.0,5084769.0,5087390.0,405230.361702128,307177.903225806,1041276.5808375,919183.564598295,5.7456033691,1575.587647302,0.0,4960860.0,174576.75304878,681558.4506057,1469449.0,3790200.46666667,6241889.0,1525179.56688475,1065837.0,2950984.26666667,4960860.0,1414442.08029632,'VPN'
89200.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,22.4215246637,1233.1838565023,89200.0,89200.0,89200.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
59998141.0,66.0,0.0,21465.0,31061.0,19684.9465047588,19723.2547666009,2028.0778602855,2490.2935316763,101.5198120888,12883.9491876923,0.0,19995.0,9851.9114942529,4086.0443703178,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
15964184.0,15963085.0,1136.0,15963085.0,15721647.0,16000000.0,7861391.5,0.0,11100000.0,0.3132011007,18.2283040586,37.0,15721647.0,3991046.0,7821224.69838995,15963048.0,16000000.0,15963048.0,0.0,15721647.0,15700000.0,15721647.0,0.0,'VPN'
59999587.0,19.0,9.0,42975.0,45182.0,17666.7799705449,17381.1086326767,5330.5736643935,6214.6176379373,114.1507857379,15464.8897833247,2.0,23231.0,8761.6219334112,4945.5760218891,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
89117.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,22.4424071726,6048.2287330139,89117.0,89117.0,89117.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
33697698.0,17.0,29.0,27741946.0,27741952.0,2808139.25,3059790.90909091,7995434.02215155,8335018.86330186,0.7418904401,195.3249150728,11.0,27741925.0,1404070.75,5711897.31512228,5279126.0,16500000.0,27741952.0,15900000.0,5279105.0,16500000.0,27741925.0,15900000.0,'VPN'
254481.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7.8591329019,1017.7577107918,254481.0,254481.0,254481.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
205694.0,205694.0,-1.0,205694.0,-1.0,205694.0,0.0,0.0,0.0,9.7231810359,505.6054138672,205694.0,205694.0,205694.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
45425898.0,45212008.0,45210700.0,45212008.0,45210700.0,45200000.0,45200000.0,0.0,0.0,0.0880554964,4.5788858153,213890.0,44996810.0,15100000.0,25900000.0,45212008.0,45200000.0,45212008.0,0.0,44996810.0,45000000.0,44996810.0,0.0,'VPN'
50489968.0,27.0,7.0,10087260.0,10087888.0,3150670.625,3150670.3125,4794474.48572862,4794279.20326427,0.6734011002,64.6465056187,7.0,10007108.0,1529999.03030303,3616035.7689543,10079029.0,10100000.0,10087260.0,3975.839313906,9766534.0,9955631.0,10007108.0,105756.118067703,'Non-VPN'
110789.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,18.0523337154,965.7998537761,110789.0,110789.0,110789.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
32805739.0,23.0,25.0,24021029.0,24021028.0,2975197.54545455,2982339.90909091,7429995.21036903,7426964.8372131,0.731579313,185.5163207877,9.0,24020998.0,1426336.47826087,5233762.62182316,8507809.0,16300000.0,24021028.0,11000000.0,8507778.0,16300000.0,24020998.0,11000000.0,'VPN'
59954955.0,48.0,141.0,130595.0,216866.0,44149.4513991163,111776.680373832,39040.396148201,42716.7853327859,31.6070623354,8861.0857934928,31.0,130595.0,31655.2032734952,29288.4898879835,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
3150418.0,979.0,169.0,1589014.0,1538128.0,310206.4,172377.777777778,487960.821395575,362471.733030162,9.5225458971,1376.0078821287,94.0,1538128.0,108635.103448276,294380.314403451,3099779.0,3099779.0,3099779.0,0.0,1538128.0,1538128.0,1538128.0,0.0,'Non-VPN'
50224.0,142.0,369.0,25977.0,23738.0,16741.3333333333,12053.5,14405.8840698283,16524.3783392901,139.375597324,35819.528512265,75.0,25902.0,8370.6666666667,12760.0392031791,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59956811.0,6.0,2.0,10943085.0,642276.0,826576.463768116,1010.0200633402,2111935.94038743,16726.750828652,991.2635280085,43103.8935676549,2.0,642276.0,1008.8304448782,16716.1877454667,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
31601414.0,275472.0,31325639.0,31050460.0,31325639.0,10500000.0,31300000.0,17800000.0,0.0,0.1898649219,64.4907851275,3621.0,31050460.0,6320282.8,13800000.0,31325942.0,31300000.0,31325942.0,0.0,31050460.0,31100000.0,31050460.0,0.0,'VPN'
58858201.0,4.0,3.0,58625987.0,58585791.0,3922177.0,4202332.5,15100000.0,15700000.0,0.5266895602,104.8112224837,2.0,58560513.0,1961940.03333333,10700000.0,58832655.0,58800000.0,58832655.0,0.0,58560513.0,58600000.0,58560513.0,0.0,'Non-VPN'
58139264.0,72.0,1.0,8894874.0,8895168.0,488564.008403361,379991.594771242,1373456.67985984,1226480.51206475,4.712821958,1566.3080977427,1.0,8894773.0,212964.336996337,934437.203045112,1998867.0,4461489.46153846,9000995.0,2596309.29476796,1866124.0,3665436.0,8894773.0,2388517.26860702,'Non-VPN'
4678029.0,10.0,13.0,256670.0,258691.0,37126.5,17421.30078125,71367.0438393801,52495.6594647461,82.0858528239,74372.1340761248,4.0,256647.0,12214.1749347258,43728.3756878063,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
192311.0,192.0,23.0,45966.0,45925.0,18459.3333333333,11931.0714285714,14511.4793051915,15784.5303819633,129.9977640385,34407.8081856992,17.0,45895.0,8012.9583333333,12880.3764729586,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
14321750.0,11.0,27.0,14078329.0,14037787.0,791980.222222222,752396.157894737,3315881.64448643,3217280.89043118,2.7231309023,690.9071866217,11.0,14011900.0,376888.157894737,2271738.05050551,14190852.0,14200000.0,14190852.0,0.0,14011900.0,14000000.0,14011900.0,0.0,'VPN'
59945483.0,42.0,37.0,110420.0,134300.0,19941.9437791084,51209.5051282051,26973.2273022282,34379.1149043185,69.696660881,18705.3459891215,16.0,90380.0,14351.3246349054,18493.2279980933,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
59985110.0,53.0,32.0,28166.0,36767.0,19908.6754065715,19907.2475937604,1893.7655357072,1766.2549782442,100.4916053334,10045.9930806162,1.0,22774.0,9952.731043637,7302.3995381841,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
20014374.0,3.0,20.0,18652195.0,18651773.0,120509.484848485,230768.38372093,1451854.1850997,2010104.1292197,12.6409149744,11094.7761843563,3.0,18522331.0,79422.1190476191,1166699.57615287,19260669.0,19300000.0,19260669.0,0.0,18522331.0,18500000.0,18522331.0,0.0,'VPN'
59998212.0,3.0,6.0,68964.0,134508.0,11599.5575323922,17444.3907477451,9670.3466059213,7522.2939591849,143.5042764274,27254.6955232599,1.0,41841.0,6969.2428853525,6392.4601344589,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
34389379.0,29.0,69.0,30036053.0,29996265.0,1272170.7037037,1901564.83333333,5750891.22196259,7014196.80711874,1.3667010387,106.4572872921,9.0,29996232.0,747595.195652174,4410038.82753727,31597610.0,31600000.0,31597610.0,0.0,29996232.0,30000000.0,29996232.0,0.0,'VPN'
59934327.0,20010564.0,39.0,20013613.0,4266408.0,20000000.0,30392.6607505071,2155.9683439235,103427.072076792,32.969420012,3764.9042092356,39.0,4266408.0,30346.4946835443,103349.499494385,18611126.0,18600000.0,18611126.0,0.0,4266408.0,4266408.0,4266408.0,0.0,'Non-VPN'
4279648.0,8.0,0.0,2996681.0,956834.0,59426.7083333333,2686.6268656717,360127.80244323,44652.3373811471,126.8795938358,151976.050366759,0.0,2996681.0,7896.0295202952,131977.999696559,2996681.0,2996681.0,2996681.0,0.0,2996681.0,2996681.0,2996681.0,0.0,'Non-VPN'
19929734.0,225173.0,-1.0,19704561.0,-1.0,9964867.0,0.0,13800000.0,0.0,0.2007051374,11.2394876921,27.0,19704561.0,6643244.66666667,11300000.0,19929734.0,19900000.0,19929734.0,0.0,19704561.0,19700000.0,19704561.0,0.0,'VPN'
297.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,6734.0067340067,1619528.61952862,297.0,297.0,297.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
35195772.0,7319493.0,9405804.0,10871595.0,14917743.0,8798943.0,12200000.0,1662724.06177403,3897529.44438647,0.2273000291,67.8490586881,164557.0,10707038.0,5027967.42857143,4690188.87494546,7319493.0,8798943.0,10871595.0,1662724.06177403,7319493.0,8675270.0,10707038.0,1615303.21713675,'Non-VPN'
50231944.0,10038115.0,10038192.0,10039531.0,10039414.0,10000000.0,10000000.0,545.1357170469,451.9955198892,0.2388918096,12.9001577164,38309.0,10000367.0,4566540.36363636,5202240.35952715,10038115.0,10000000.0,10039531.0,545.1357170469,9999786.0,10000000.0,10000367.0,283.5567844364,'VPN'
27438.0,-1.0,46.0,-1.0,1959.0,0.0,1002.5,0.0,1352.6949027774,145.7832203513,11443.98279758,46.0,25433.0,9146.0,14137.3501229898,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
9831555.0,9831361.0,9831280.0,9831361.0,9831280.0,9831361.0,9831280.0,0.0,0.0,0.4068532394,77.7089687237,194.0,9831086.0,3277185.0,5675844.76003269,9831361.0,9831361.0,9831361.0,0.0,9831086.0,9831086.0,9831086.0,0.0,'Non-VPN'
1204329.0,348.0,29.0,493253.0,489973.0,82241.2142857143,57707.95,126490.814364387,107358.990065047,29.8921640183,3425.9741316534,25.0,489973.0,34409.4,84862.3875642207,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
37751716.0,89.0,3.0,29136628.0,29085641.0,7540206.2,5385881.71428571,12600000.0,10900000.0,0.3708440697,88.9760878684,3.0,29085641.0,2903978.15384615,8200936.06194469,8459309.0,18900000.0,29241863.0,14700000.0,8408624.0,18700000.0,29085641.0,14600000.0,'Non-VPN'
110003958.0,142.0,1.0,109212841.0,136155.0,5000179.90909091,20675.5,23300000.0,41420.7245739204,0.5454349197,469.5376506362,1.0,109212841.0,1864473.86440678,14200000.0,110003958.0,110000000.0,110003958.0,0.0,109212841.0,109000000.0,109212841.0,0.0,'Non-VPN'
55312417.0,3961.0,10921.0,44999605.0,44989019.0,6144628.33333333,7901773.85714286,14700000.0,16500000.0,0.3254242171,52.4836945744,228.0,44989019.0,3253671.58823529,10900000.0,4990608.0,18400000.0,45152927.0,23200000.0,4989732.0,18300000.0,44989019.0,23100000.0,'Non-VPN'
30462289.0,22.0,27928948.0,27922248.0,27928948.0,14000000.0,27900000.0,19700000.0,0.0,0.16413737,24.4236406529,22.0,25388929.0,7615572.25,11900000.0,2533341.0,10200000.0,25388929.0,13200000.0,2533319.0,10200000.0,25388929.0,13200000.0,'VPN'
