@RELATION bucket_9

@ATTRIBUTE duration numeric
@ATTRIBUTE min_fiat numeric
@ATTRIBUTE min_biat numeric
@ATTRIBUTE max_fiat numeric
@ATTRIBUTE max_biat numeric
@ATTRIBUTE mean_fiat numeric
@ATTRIBUTE mean_biat numeric
@ATTRIBUTE std_fiat numeric
@ATTRIBUTE std_biat numeric
@ATTRIBUTE flowPktsPerSecond numeric
@ATTRIBUTE flowBytesPerSecond numeric
@ATTRIBUTE min_flowiat numeric
@ATTRIBUTE max_flowiat numeric
@ATTRIBUTE mean_flowiat numeric
@ATTRIBUTE std_flowiat numeric
@ATTRIBUTE min_active numeric
@ATTRIBUTE mean_active numeric
@ATTRIBUTE max_active numeric
@ATTRIBUTE std_active numeric
@ATTRIBUTE min_idle numeric
@ATTRIBUTE mean_idle numeric
@ATTRIBUTE max_idle numeric
@ATTRIBUTE std_idle numeric
@ATTRIBUTE class1 {Non-VPN,VPN}

@DATA
46094496.0,73.0,15.0,45179994.0,45214651.0,3529093.07692308,3823028.16666667,12500000.0,13000000.0,0.5857532318,138.6282648583,9.0,44998365.0,1772865.23076923,8816697.19530799,45878210.0,45900000.0,45878210.0,0.0,44998365.0,45000000.0,44998365.0,0.0,'VPN'
45081663.0,45055972.0,45056054.0,45055972.0,45056054.0,45100000.0,45100000.0,0.0,0.0,0.0887278715,4.6138493161,25609.0,45030363.0,15000000.0,26000000.0,45055972.0,45100000.0,45055972.0,0.0,45030363.0,45000000.0,45030363.0,0.0,'VPN'
10107792.0,204.0,631.0,53523.0,10001499.0,35446.0,3351751.0,30523.8735828204,5758910.50461313,0.7914686016,182.0377783793,45.0,10001454.0,1443970.28571429,3773576.65022744,10107792.0,10100000.0,10107792.0,0.0,10001454.0,10000000.0,10001454.0,0.0,'Non-VPN'
158447.0,79469.0,79141.0,79469.0,79141.0,79469.0,79141.0,0.0,0.0,25.2450346173,3079.894223305,163.0,79306.0,52815.6666666667,45598.8418255698,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
20353894.0,355.0,2883.0,19926007.0,246840.0,4070778.8,155458.666666667,8863980.9596715,132993.662577708,0.4913064792,60.9711340739,42.0,19680104.0,2261543.77777778,6532854.77810886,20353894.0,20400000.0,20353894.0,0.0,19680104.0,19700000.0,19680104.0,0.0,'VPN'
2524.0,147.0,-1.0,2377.0,-1.0,1262.0,0.0,1576.8478049577,0.0,1188.5895404121,59825.6735340729,147.0,2377.0,1262.0,1576.8478049577,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'Non-VPN'
52992953.0,80165.0,34451.0,11379162.0,11381215.0,2934652.05555556,2934642.94444444,4042992.76905335,4053443.91927521,0.7170764762,70.2546242328,48.0,11210287.0,1432241.97297297,3102499.67498693,1572807.0,7421676.14285714,11379162.0,3571522.93188256,1232522.0,6970563.28571429,11210287.0,3673314.13740318,'Non-VPN'
50232918.0,10038407.0,10038282.0,10039280.0,10039321.0,10000000.0,10000000.0,399.8827953288,413.6393960929,0.2388871775,12.8999075865,38386.0,10000690.0,4566628.90909091,5202376.36301863,10038407.0,10000000.0,10039280.0,399.8827953288,9999896.0,10000000.0,10000690.0,312.1136812124,'Non-VPN'
536.0,536.0,-1.0,536.0,-1.0,536.0,0.0,0.0,0.0,3731.3432835821,149253.731343284,536.0,536.0,536.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,'VPN'
58854642.0,100560.0,-1.0,1653421.0,-1.0,1014735.20689655,0.0,650462.500155089,0.0,1.0024697797,48.1185494255,100560.0,1653421.0,1014735.20689655,650462.500155089,1599559.0,1911684.1,3107445.0,607075.147518331,1599559.0,1610971.06666667,1653421.0,20458.8058461528,'Non-VPN'
